Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2023,172289,Luxe on Madison ~ lx015,Submitted,1222 W Madison St,60607,2.5,,Near West Side,Multifamily Housing,137514,2009,5,3890,59,3548323.7,4996483.1,,,,62.1,110.4,66.2,114.2,761.9,5.5,41.903997,-87.631301,POINT (-87.631301 41.903997),2023-172289
2023,175780,,Not Submitted,5020 5030 S Woodlawn Ave,60615,0.0,,Kenwood,Residential,,,,,,,,,,,,,,,,,42.019851,-87.66489,POINT (-87.66489 42.019851),2023-175780
2023,254514,"(IL659) - Willow SOuare (Bldg. 4) (2012 W. St. Paul,)",Submitted,"2012 W. St. Paul,",60647,4.0,,West Town,Multifamily Housing,62210,1940,1,,93,1163195.3,2118689.7,,,,52.8,88.1,59,94.2,275.3,4.4,41.795471,-87.599568,POINT (-87.599568 41.795471),2023-254514
2023,181840,30 E. Adams,Submitted,30 E Adams,60603,,true,Loop,Multifamily Housing,177697,1923,1,,,3985576.1,,,,,22.4,62.8,23.6,66.2,557.7,3.1,42.01715,-87.673179,POINT (-87.673179 42.01715),2023-181840
2023,254227,Red Shield Center,Submitted,945 W. 69th St.,60621,1.0,,Englewood,Mixed Use Property,50000,2006,1,,,2069914.8,3433299.9,,,,110.1,188,120.9,198.8,472,9.4,41.930602,-87.685308,POINT (-87.685308 41.930602),2023-254227
2023,251499,Jahn,Submitted,3149 N Wolcott Ave,60657,3.0,,North Center,K-12 School,83029,1908,1,,61,1215576.2,4319260.5,,,,66.7,95.6,79.5,109.1,399.5,4.8,41.838897,-87.623107,POINT (-87.623107 41.838897),2023-251499
2023,252067,"SV Care (Southview Manor, Inc.)",Submitted,3311 S. Michigan Ave.,60616,3.5,,Douglas,Senior Living Community,54931,1976,1,,71,1519131.6,4607299.6,,,,111.5,165.5,119.6,173.4,457.3,8.3,41.831631,-87.61321,POINT (-87.61321 41.831631),2023-252067
2023,254385,St. Bernard Ambulatory Care Center,Submitted,6307 S. Stewart Ave,60621,4.0,,Englewood,Medical Office,66634,2016,1,1,73,4166866,2329225.2,,,,97.5,211.8,97.1,210.6,706.7,10.6,41.88458,-87.633757,POINT (-87.633757 41.88458),2023-254385
2023,251518,Pulaski,Submitted,2230 W Mclean Ave,60647,1.0,,Logan Square,K-12 School,103904,1949,2,,24,3556327.2,4479009.8,,,,77.3,141.1,88.2,158.2,735.5,7.1,41.742332,-87.709646,POINT (-87.709646 41.742332),2023-251518
2023,159799,Park Edgewater Condominium Association,Submitted,6101 N. Sheridan Road,60660,4.0,,Edgewater,Multifamily Housing,150000,1928,1,,81,1959304.9,6836545.8,,,,58.6,84.4,66.7,93.2,637.3,4.2,41.82826,-87.633017,POINT (-87.633017 41.82826),2023-159799
2023,255014,Smashotels Chicago LLC,Submitted,228 E. Ontario St.,60611,2.0,,Near North Side,Hotel,116000,2018,1,,42,6209438.6,5834728.7,,,,103.8,202.7,108,207.1,1178.7,10.2,41.796377,-87.58917,POINT (-87.58917 41.796377),2023-255014
2023,175743,,Not Submitted,3000 3030 W Marquette Rd,60629,0.0,,Chicago Lawn,Residential,,,,,,,,,,,,,,,,,41.754687,-87.554965,POINT (-87.554965 41.754687),2023-175743
2023,251415,Kohn Elementary -CPS,Not Covered 2024,10414 S State St,60628,,true,Roseland,K-12 School,,,,,,,,,,,,,,,,,41.820358,-87.600436,POINT (-87.600436 41.820358),2023-251415
2023,242655,Ten East Delaware,Submitted,10 E Delaware,60611,2.0,,Near North Side,Multifamily Housing,370542,2009,1,,43,11720848.7,11864668.1,,,,63.7,122.2,69.1,130.9,2270.2,6.1,41.992511,-87.67833,POINT (-87.67833 41.992511),2023-242655
2023,250147,820 W. Jackson LLC,Submitted,820 W. Jackson,60607,1.0,,Near West Side,Office,175086,1915,1,,,13005137.5,,,,,74.3,208,74.3,208,1819.7,10.4,41.721194,-87.655777,POINT (-87.655777 41.721194),2023-250147
2023,160294,1600 Museum Park,Submitted,1629 S Prairie Ave,60616,3.0,,Near South Side,Multifamily Housing,401814,2013,1,,65,10394003.3,19988635.7,,,,75.6,124.7,81,129.7,2516,6.3,42.014841,-87.668987,POINT (-87.668987 42.014841),2023-160294
2023,113396,Beachside Apartments,Not Submitted,5815 N Sheridan Rd,60660,0.0,,Edgewater,Residential,,,,,,,,,,,,,,,,,41.718401,-87.620661,POINT (-87.620661 41.718401),2023-113396
2023,157458,Midwest Apartments,Submitted,6 N Hamlin,60624,2.5,,West Garfield Park,Multifamily Housing,232380,1920,1,,59,4278937,15802959.7,,,,86.4,123,93.2,130.9,1438.1,6.2,41.902058,-87.641019,POINT (-87.641019 41.902058),2023-157458
2023,113652,(IL622) - 233 E Walton Place Building (233 E. Walton Place),Submitted,233 E. Walton Place,60611,3.0,,Near North Side,Multifamily Housing,70242,1926,1,,,630634.1,4791215.1,,,,77.2,96.8,77.3,97.1,342.7,4.9,41.907609,-87.687002,POINT (-87.687002 41.907609),2023-113652
2023,100211,73 East Lake (sl75),Submitted,73 E Lake St,60601,4.0,,Loop,Multifamily Housing,298552,2014,1,11618,90,9053425.9,5370749.9,,,,48.3,103.8,48.3,103.8,1552,5.2,41.930896,-87.710166,POINT (-87.710166 41.930896),2023-100211
2023,137352,901 W Jackson,Submitted,901 W Jackson,60607,3.0,,Near West Side,Office,55627,1907,1,,,932734.1,1450984.2,,,,42.9,74.3,47.5,79.3,207.6,3.7,41.914218,-87.713584,POINT (-87.713584 41.914218),2023-137352
2023,102914,,Not Submitted,8915  S Loomis St,60620,0.0,,Washington Heights,Residential,,,,,,,,,,,,,,,,,41.946617,-87.691056,POINT (-87.691056 41.946617),2023-102914
2023,255791,The Renaissance at Southshore / Symphony South Shore LLC,Not Submitted,2425 E 71st St,60649,0.0,,South Shore,Commercial,,,,,,,,,,,,,,,,,41.895061,-87.623508,POINT (-87.623508 41.895061),2023-255791
2023,105709,The Whitehall Hotel,Not Submitted,103 109 E Delaware Pl,60611,0.0,,Near North Side,Residential,,,,,,,,,,,,,,,,,41.891086,-87.621704,POINT (-87.621704 41.891086),2023-105709
2023,251701,UIC College Prep,Submitted,1231 S Damen,60608,4.0,,Near West Side,K-12 School,83646,1884,1,,76,1711272.6,3760310.1,,,,65.4,104.5,76.1,115.7,428.5,5.1,41.934152,-87.643718,POINT (-87.643718 41.934152),2023-251701
2023,251498,"Ericson Scholastic Academy, Leif -CPS",Not Covered 2024,3600 W 5th Ave,60624,,true,East Garfield Park,K-12 School,,,,,,,,,,,,,,,,,41.840185,-87.617007,POINT (-87.617007 41.840185),2023-251498
2023,255165,The Elle (lz28),Submitted,801 S. Financial Place,60605,3.5,,Loop,Multifamily Housing,633386,2017,1,15862,74,14309433.4,17702010.3,,,,50.5,92.6,54.4,98.1,2942.4,4.6,41.773907,-87.697067,POINT (-87.697067 41.773907),2023-255165
2023,113569,Ritchie Tower Condominium,Submitted,1310 N. Ritchie Court,60610,2.0,,Near North Side,Multifamily Housing,181680,1963,1,,44,4087401.8,12934010.1,,,,93.7,137.7,103,147.8,1258.9,6.9,41.778127,-87.598156,POINT (-87.598156 41.778127),2023-113569
2023,100002,Clemente Community Academy HS -CPS,Not Covered 2024,1147 N Western Ave,60622,,true,West Town,K-12 School,,,,,,,,,,,,,,,,,41.874327,-87.660976,POINT (-87.660976 41.874327),2023-100002
2023,251914,THE CENTER of Englewood,Not Submitted,838 W Marquette Rd,60621,0.0,,Englewood,Other,,,,,,,,,,,,,,,,,41.881966,-87.641276,POINT (-87.641276 41.881966),2023-251914
2023,251643,West Park,Submitted,1425 N Tripp Ave,60651,1.0,,Humboldt Park,K-12 School,81350,1996,1,,23,2617836.5,4145740.2,,,,83.1,143.6,91.9,153.1,586.5,7.2,41.887054,-87.615469,POINT (-87.615469 41.887054),2023-251643
2023,156868,21 W Goethe,Submitted,21 W. Goethe Street,60610,2.5,,Near North Side,Multifamily Housing,250000,1970,1,,60,7356190.1,7598039,,,,59.8,114.3,64.2,120.6,1432.8,5.7,41.896803,-87.632566,POINT (-87.632566 41.896803),2023-156868
2023,160419,Caroline Hedger Apartment,Submitted,6400 N. Sherdian Rd,60626,4.0,,Rogers Park,Multifamily Housing,255892,1970,1,,84,5835912.8,12529599.9,,,,71.8,115.3,76.6,118.6,1482.1,5.8,41.907055,-87.630228,POINT (-87.630228 41.907055),2023-160419
2023,172471,,Not Submitted,4320 4326 W Madison St,60624,0.0,,West Garfield Park,Residential,,,,,,,,,,,,,,,,,41.879495,-87.63383,POINT (-87.63383 41.879495),2023-172471
2023,175291,Sheridan Pratt LLC,Submitted,1200 W. Pratt Blvd. / 6800 N. Sheridan Rd.,60626,,true,Rogers Park,Multifamily Housing,87455,1922,1,,,2044425.5,4737760.1,,,,77.6,122.3,84.4,128.3,537.7,6.1,41.922176,-87.680401,POINT (-87.680401 41.922176),2023-175291
2023,251435,Little Village ES,Submitted,2620 S Lawndale Ave,60623,1.0,,South Lawndale,K-12 School,73770,1996,2,,14,3474057.8,2085200,,,,75.4,161.5,82.2,168.8,596.8,8.1,41.884591,-87.629997,POINT (-87.629997 41.884591),2023-251435
2023,251396,Hammond,Submitted,2819 W 21st Pl,60623,2.5,,South Lawndale,K-12 School,59692,1912,2,,34,1117651.8,4190599.9,,,,88.9,126.1,108.1,146.3,379,6.3,41.910436,-87.62901,POINT (-87.62901 41.910436),2023-251396
2023,102590,,Not Submitted,4627 4637 S Drexel Blvd,60653,0.0,,Kenwood,Residential,,,,,,,,,,,,,,,,,41.913431,-87.68745,POINT (-87.68745 41.913431),2023-102590
2023,251508,Polaris Charter Academy,Submitted,620 N. Sawyer,60624,3.5,,Humboldt Park,K-12 School,89000,1901,1,,78,806234.9,3130435.5,,,,44.2,62.3,51.3,70.1,279.1,3.1,41.804957,-87.606614,POINT (-87.606614 41.804957),2023-251508
2023,105864,"Navy Pier, Inc.",Submitted,600 E Grand Ave,60611,,true,Near North Side,Mixed Use Property,1150000,1914,1,,,77115197.4,85377344.9,,,,141.3,265.7,142.2,268.3,15324.7,13.3,41.920245,-87.668573,POINT (-87.668573 41.920245),2023-105864
2023,101547,Insight Hospital and Medical Center,Not Submitted,2525 S Michigan Ave,60616,0.0,,Near South Side,Hospital (General Medical & Surgical),,,,,,,,,,,,,,,,,41.670583,-87.622581,POINT (-87.622581 41.670583),2023-101547
2023,102160,Marquee at Block 37,Not Submitted,108 N State St,60602,0.0,,Loop,Enclosed Mall,,,,,,,,,,,,,,,,,41.677704,-87.641985,POINT (-87.641985 41.677704),2023-102160
2023,257103,,Not Covered 2024,145 N Damen Ave,60612,,true,Near West Side,,,,,,,,,,,,,,,,,,41.884029,-87.676714,POINT (-87.676714 41.884029),2023-257103
2023,111452,Washington SOuare Condominium Association,Submitted,1301-1309 W Washington Blvd,60607,4.0,,Near West Side,Multifamily Housing,81924,1998,1,,85,1272701.3,3679236.1,,,,60.4,90.7,66.8,96.9,373.5,4.6,41.886027,-87.622166,POINT (-87.622166 41.886027),2023-111452
2023,156350,Silversmith Hotel & Suites - CSS,Submitted,10 South Wabash Avenue,60603,3.5,,Loop,Hotel,135000,2007,1,6469,57,6516132.2,4081299.9,,,,78.5,166.9,83.7,181.4,1128.5,8.4,41.900168,-87.6211,POINT (-87.6211 41.900168),2023-156350
2023,131291,29 N Wacker Dr,Submitted,29 North Wacker Dr,60606,4.0,,Loop,Office,137554,1951,1,752,82,3719231.2,5258052.7,,,,65.3,115.8,75,126.1,799.7,5.8,41.803521,-87.586137,POINT (-87.586137 41.803521),2023-131291
2023,256675,Signature Lofts,Submitted,1750 N Wolcott Avenue,60622,4.0,,West Town,Multifamily Housing,51756,2000,1,,84,776129.7,2183020.2,,,,57.2,86.3,65.7,94.9,224.5,4.3,41.905651,-87.630184,POINT (-87.630184 41.905651),2023-256675
2023,160208,21c Museum Hotel,Not Submitted,55 E Ontario St,60611,0.0,,Near North Side,Commercial,,,,,,,,,,,,,,,,,41.929293,-87.645164,POINT (-87.645164 41.929293),2023-160208
2023,250074,Lawndale Gardens,Submitted,2530 S. Washtenaw Ave,60608,1.0,,South Lawndale,Multifamily Housing,99462,1943,8,,13,2624413.6,9940224.9,,,,126.3,178.8,137.6,191.4,895.2,9,41.960351,-87.764626,POINT (-87.764626 41.960351),2023-250074
2023,102838,233-Senior Suites of Hegewisch,Submitted,13550 S. Avenue O,60633,1.5,,Hegewisch,Senior Living Community,60600,2002,1,3809,36,1467299.9,4436899.6,,,,97.4,144.7,106.1,153.8,441,7.3,41.852873,-87.68334,POINT (-87.68334 41.852873),2023-102838
2023,251918,1309 N Wells,Submitted,1309 N Wells St,60610,3.5,,Near North Side,Multifamily Housing,115503,1990,1,,58,2592114.8,5805210.4,,,,72.7,115.6,79.1,121.8,671,5.8,41.941122,-87.719531,POINT (-87.719531 41.941122),2023-251918
2023,104384,Kenmore Realty Apartments,Not Submitted,6011 6015 N Kenmore Ave,60660,0.0,,Edgewater,Residential,,,,,,,,,,,,,,,,,41.794427,-87.582373,POINT (-87.582373 41.794427),2023-104384
2023,253959,St. Paul Lofts Condominium Association,Submitted,2333 W. Saint Paul Ave.,60647,4.0,,West Town,Multifamily Housing,105718,1950,1,,86,1743468.8,3433406.5,,,,49,80.3,54.3,86.3,426.3,4,41.832676,-87.621944,POINT (-87.621944 41.832676),2023-253959
2023,252104,Bradley Business Center I,Submitted,2630 - 2650 West Bradley Place,60618,1.0,,North Center,Office,150000,1981,3,,,12830165.6,6068584.5,,,,126,282,131.5,286.8,2117.5,14.1,42.003629,-87.657422,POINT (-87.657422 42.003629),2023-252104
2023,254571,Wicker Park Connection,Submitted,1664 W Division,60622,1.0,,West Town,Multifamily Housing,70434,2016,1,,28,2934124.3,2480662.8,,,,76.9,153.6,80.3,156.4,542.3,7.7,41.991173,-87.745991,POINT (-87.745991 41.991173),2023-254571
2023,106128,5536 N. Sheridan,Submitted,5536 N. Sheridan Rd.,60640,3.5,,Edgewater,Multifamily Housing,58400,1969,1,,78,1097991.5,3158226,,,,72.9,109.4,78.8,115.3,321.4,5.5,41.887558,-87.628153,POINT (-87.628153 41.887558),2023-106128
2023,119238,"03349AS - Chicago, IL",Submitted,2520 N. Narragansett Ave,60639,3.5,,Belmont Cragin,Supermarket/Grocery Store,64285,2004,1,1964,75,8515223,5118700.1,,,,212.1,454.5,220,461.3,1463.3,22.8,41.985187,-87.656809,POINT (-87.656809 41.985187),2023-119238
2023,252249,Enola Dew,Submitted,4623 W. Gladys Ave.,60644,3.0,,Austin,Multifamily Housing,55995,2011,1,,68,1475799.2,1726255.2,,,,57.2,106.2,61.5,111.4,298.2,5.3,41.892234,-87.640616,POINT (-87.640616 41.892234),2023-252249
2023,103871,Illume Condominiums,Submitted,111 S. Peoria St.,60607,4.0,,Near West Side,Multifamily Housing,225869,2017,1,,95,3763991.3,6319544.4,,,,44.6,76,48.6,81.1,862.3,3.8,41.686033,-87.678645,POINT (-87.678645 41.686033),2023-103871
2023,160219,Golden Mile Hotels,Submitted,2 W Erie Street - 660 N State Street,60654,1.0,,Near North Side,Hotel,118403,1955,1,,15,8866965.2,4415226.8,,,,112.2,248.8,116.6,255.5,1475.2,12.5,41.785354,-87.801098,POINT (-87.801098 41.785354),2023-160219
2023,254356,"British International School of Chicago, South Loop",Not Submitted,161 W 9th St,60605,0.0,,Loop,,,,,,,,,,,,,,,,,,41.930833,-87.644135,POINT (-87.644135 41.930833),2023-254356
2023,103273,Indian Trail Apartments,Submitted,221 E 121st Place,60628,3.0,,West Pullman,Multifamily Housing,154140,1973,3,,68,2487424.7,11156203,,,,88.5,121.2,95.8,128.8,940.6,6.1,41.868884,-87.639393,POINT (-87.639393 41.868884),2023-103273
2023,114228,Westgate Center,Submitted,331 S Peoria Street,60607,4.0,,Near West Side,Multifamily Housing,56838,1910,1,,64,1078365,2666061.3,,,,65.9,102.4,76.8,114.8,292.5,5.1,41.982606,-87.657839,POINT (-87.657839 41.982606),2023-114228
2023,175330,,Not Submitted,7107 7129 S Bennett Ave,60649,0.0,,South Shore,Residential,,,,,,,,,,,,,,,,,41.861325,-87.625542,POINT (-87.625542 41.861325),2023-175330
2023,172540,Willa Rawls Manor Apartments,Not Covered 2024,4120  S Indiana Ave,60653,,true,Grand Boulevard,Residential,,,,,,,,,,,,,,,,,41.959978,-87.649712,POINT (-87.649712 41.959978),2023-172540
2023,254388,Eight O Five (gh04),Submitted,805 N Lasalle Dr.,60610,2.0,,Near North Side,Multifamily Housing,270152,2015,1,9725,42,8363235.4,11236167.1,,,,72.5,130.4,79.3,139.2,1767,6.5,41.880718,-87.636589,POINT (-87.636589 41.880718),2023-254388
2023,101729,540 West Madison,Submitted,540 W. Madison,60661,4.0,,Near West Side,Financial Office,1222281,2004,1,18995,73,132771079.9,883257.7,,,,109.3,304.9,112,312.2,18624.2,15.2,41.878155,-87.6395,POINT (-87.6395 41.878155),2023-101729
2023,256831,Aspire,Submitted,2111 S. Wabash,60616,3.0,,Near South Side,Multifamily Housing,276040,2020,1,,68,6944570.5,10297285,,,,62.5,109.6,66.4,114.7,1518.6,5.5,41.966756,-87.654648,POINT (-87.654648 41.966756),2023-256831
2023,159894,Oglesby Towers,Not Submitted,6700 S Oglesby Ave,60649,0.0,,South Shore,Residential,,,,,,,,,,,,,,,,,41.992224,-87.657073,POINT (-87.657073 41.992224),2023-159894
2023,101960,Chicago Cultural Center,Submitted,78 E. Washington St.,60602,2.0,,Loop,Other - Entertainment/Public Assembly,240000,1897,1,,,8764545.2,8249531.7,,,,70.9,138.3,79,148.1,1664.5,6.9,41.890066,-87.716388,POINT (-87.716388 41.890066),2023-101960
2023,115605,,Not Submitted,6250 6258 S Park Shore East Ct,60637,0.0,,Woodlawn,Residential,,,,,,,,,,,,,,,,,41.906355,-87.628617,POINT (-87.628617 41.906355),2023-115605
2023,244593,111 E Chestnut Condominium Association,Submitted,111 E. Chestnut,60611,2.0,,Near North Side,Multifamily Housing,588000,1970,1,,45,20500950.4,12238074.7,,,,55.7,119.5,61.2,131.9,3518.5,6,41.802344,-87.672243,POINT (-87.672243 41.802344),2023-244593
2023,127031,"03546AS - Chicago, IL",Submitted,424 W Division St,60610,2.0,,Near North Side,Supermarket/Grocery Store,66570,2013,1,1696,44,9703977.2,6286500.2,,,,240.2,507.3,252.4,517.6,1691.7,25.4,41.950267,-87.688476,POINT (-87.688476 41.950267),2023-127031
2023,252095,Press Office Building,Submitted,1427 E. 60th Street,60637,3.5,,Woodlawn,Office,93852,2001,1,20292,72,4369820.1,,3398625.4,,,82.8,173.9,85.3,175.9,837.1,8.9,41.899135,-87.621785,POINT (-87.621785 41.899135),2023-252095
2023,100448,Hilton Chicago MM Suites,Submitted,198 East Delaware Place,60611,3.5,,Near North Side,Hotel,314850,1989,1,,52,11379079.8,35148527.5,,,,147.8,218.4,156,226.3,3459.1,11,41.937784,-87.639323,POINT (-87.639323 41.937784),2023-100448
2023,157161,909 W. Washington Condo,Submitted,909 W. Washington Blvd,60607,1.0,,Near West Side,Multifamily Housing,91355,2006,1,,4,3794764.4,8022601.8,,,,129.4,208.5,147,227.8,957.1,10.5,41.892559,-87.616059,POINT (-87.616059 41.892559),2023-157161
2023,251270,15th Place,Not Submitted,811 - 833 W 15th Pl,60608,0.0,,Near West Side,Multifamily Housing,,,,,,,,,,,,,,,,,41.894593,-87.641241,POINT (-87.641241 41.894593),2023-251270
2023,251768,213 West Institute Place,Submitted,213 West Institute Place,60610,3.0,,Near North Side,Office,155385,1931,1,3724,62,4527231.5,6443151,,,,70.6,125.1,77.3,131.3,975.7,6.3,41.932921,-87.644349,POINT (-87.644349 41.932921),2023-251768
2023,173597,Adlake Limited Partnership,Submitted,320 W. Ohio,60654,3.5,,Near North Side,Office,81000,1940,1,419,72,1165852.5,3506662.7,,,,57.7,85.8,66.7,96.6,349.4,4.3,41.893867,-87.635138,POINT (-87.635138 41.893867),2023-173597
2023,160163,The Imperial of Lincoln Park,Not Submitted,1366 W Fullerton Ave,60614,0.0,,Lincoln Park,Residential,,,,,,,,,,,,,,,,,41.892117,-87.64957,POINT (-87.64957 41.892117),2023-160163
2023,251896,Admin Offices @ Colman,Submitted,4655 S Dearborn St,60609,3.5,,Grand Boulevard,Office,99100,1990,1,,73,2210856.6,7187360,,,,94.8,138.6,108.2,152.7,691.1,7,41.764435,-87.706421,POINT (-87.706421 41.764435),2023-251896
2023,235438,Thorndale Beach North Condominium Association,Submitted,5901 N Sheridan Rd,60660,3.5,,Edgewater,Multifamily Housing,242688,1966,1,,79,8181212.5,,,,,33.7,94.4,37.6,105.2,1144.7,4.7,41.726329,-87.567271,POINT (-87.567271 41.726329),2023-235438
2023,254035,Reside by Irving Park,Submitted,725 West Irving Park Road,60613,4.0,,Lake View,Multifamily Housing,63000,1923,1,2369,94,952182.6,1494494.3,,,,38.8,67.2,40.4,68.5,212.6,3.4,41.82006,-87.622975,POINT (-87.622975 41.82006),2023-254035
2023,251479,Bridge,Submitted,3800 N New England Ave,60634,4.0,,Dunning,K-12 School,126934,1926,4,,82,1863968.8,3889129.7,,,,45.3,73.3,51.6,79.9,467.4,3.7,41.879117,-87.646607,POINT (-87.646607 41.879117),2023-251479
2023,257191,Emmett Street,Submitted,2614 N Emmett Street,60647,4.0,,Logan Square,Multifamily Housing,120771,2022,1,,81,1955070,6173852.4,,,,67.3,99,72.9,104.9,601.5,5,41.930895,-87.708843,POINT (-87.708843 41.930895),2023-257191
2023,256876,CH2,Submitted,1432 S. Clinton St,60607,4.0,,Near West Side,Data Center,180000,2020,1,1977,98,20766738.4,4254608.9,,,,139,347.9,141.9,350.9,3131.7,17.4,41.901679,-87.629772,POINT (-87.629772 41.901679),2023-256876
2023,251652,Hedges,Submitted,4747 S Winchester Ave,60609,3.5,,New City,K-12 School,101940,1906,2,,55,2134649.6,4397439.5,,,,64.1,103.9,74.5,114.4,532.2,5.2,41.880086,-87.665054,POINT (-87.665054 41.880086),2023-251652
2023,156609,"3284-CHICAGO, IL (WICKER PARK)",Submitted,1360 North Ashland Ave,60622,4.0,,West Town,Wholesale Club/Supercenter,87905,2016,1,827,88,3143269.9,931497,,,,46.4,111.2,50.4,116.5,489.3,5.6,41.721109,-87.6624,POINT (-87.6624 41.721109),2023-156609
2023,254160,Cuneo Hall-ID# 254160,Submitted,6430 N Kenmore Ave,60626,4.0,,Rogers Park,Office,53500,2012,1,1060,83,1516852.1,981553.1,,,,46.7,98.7,52.7,106.4,264.4,4.9,41.939244,-87.675773,POINT (-87.675773 41.939244),2023-254160
2023,251761,Whitney,Submitted,2815 S Komensky Ave,60623,1.5,,South Lawndale,K-12 School,108653,1904,4,,39,2338004.7,6210170.1,,,,78.7,120.3,91.8,134,657,6,41.899539,-87.623989,POINT (-87.623989 41.899539),2023-251761
2023,135050,Womans Athletic Club Chicago,Submitted,626 Michigan Ave,60611,1.0,,Near North Side,Social/Meeting Hall,85000,1929,1,,,4300072.3,6153700.2,,,,123,217.7,131.6,227,928.5,10.9,41.88332,-87.634268,POINT (-87.634268 41.88332),2023-135050
2023,112515,1237 Fullerton LLC dba Ion Lincoln Park,Submitted,1237 West Fullerton,60614,2.0,,Lincoln Park,Multifamily Housing,220319,2006,1,,47,8469565.8,13007699.8,,,,97.5,169.6,104.4,176.9,1876,8.5,41.882987,-87.65014,POINT (-87.65014 41.882987),2023-112515
2023,164777,Professional Office Building,Submitted,840 W. Irving Park Rd,60613,1.0,,Uptown,Medical Office,51825,2006,1,,21,4092895.1,,,,,79,221.1,80.3,224.9,572.7,11.1,41.799514,-87.601267,POINT (-87.601267 41.799514),2023-164777
2023,252041,Bookstore,Submitted,970 East 58th Street,60637,2.0,,Hyde Park,Retail Store,50162,1902,1,656,45,2256403.3,,3149569.1,,,107.8,201.5,113.6,207.7,524.8,10.5,41.939278,-87.698802,POINT (-87.698802 41.939278),2023-252041
2023,175219,,Not Submitted,7834 7844  S Ellis Ave,60619,0.0,,Greater Grand Crossing,Residential,,,,,,,,,,,,,,,,,41.921502,-87.66458,POINT (-87.66458 41.921502),2023-175219
2023,251797,RML Specialty Hospital,Submitted,3534 W Van Buren,60462,3.0,,East Garfield Park,Other - Specialty Hospital,190000,1984,1,3646,,16499359.5,24122541.7,,,,213.8,376.5,227.9,391.3,3589.8,18.9,42.001438,-87.659622,POINT (-87.659622 42.001438),2023-251797
2023,160399,Cityfront Place - 400 N McClurg Ct,Submitted,400 N Mcclurg Ct,60611,4.0,,Near North Side,Multifamily Housing,565952,1950,1,,96,7613132.9,20206150.4,,,,49.2,75.2,54.2,80.1,2138.5,3.8,41.947378,-87.644257,POINT (-87.644257 41.947378),2023-160399
2023,256124,"1515 W Webster, LLC",Submitted,1515 W Webster Avenue,60614,4.0,,Lincoln Park,Office,215778,2018,1,,83,6733478.1,6446386.3,,,,61.1,118.7,65.2,123.1,1284.5,6,41.859705,-87.653245,POINT (-87.653245 41.859705),2023-256124
2023,257114,,Not Covered 2024,1134 S Wood St,60612,,true,Near West Side,Commercial,,,,,,,,,,,,,,,,,41.8674,-87.671673,POINT (-87.671673 41.8674),2023-257114
2023,255012,Vue53,Submitted,1330 E. 53rd Street,60615,2.0,,Hyde Park,Multifamily Housing,162625,2016,1,5705,47,6659812.4,9111663.5,,,,97,173.5,104,180.7,1415.8,8.7,41.765955,-87.576821,POINT (-87.576821 41.765955),2023-255012
2023,256959,,Not Submitted,849 W Ohio Street,60642,0.0,,West Town,Residential,,,,,,,,,,,,,,,,,41.900652,-87.634192,POINT (-87.634192 41.900652),2023-256959
2023,251234,100 E Huron CA,Submitted,100 E. Huron Street,60611,3.5,,Near North Side,Multifamily Housing,504180,1991,1,,59,13887632.3,14324079.8,,,,56,107,62.2,114.3,2704,5.4,41.882976,-87.6993,POINT (-87.6993 41.882976),2023-251234
2023,157767,Roosevelt HS,Submitted,3436 W Wilson Ave,60625,3.5,,Albany Park,K-12 School,319900,1927,1,,79,5077789.4,12964860,,,,56.4,87,65.1,96.1,1399.1,4.4,41.906508,-87.627327,POINT (-87.627327 41.906508),2023-157767
2023,257100,Encuentro Square,Not Covered 2024,3759 W Cortland St,60647,,true,Logan Square,Commercial,,,,,,,,,,,,,,,,,41.915296,-87.721203,POINT (-87.721203 41.915296),2023-257100
2023,141321,950 W. Huron Condominium Association,Submitted,950 W. Huron St.,60642,4.0,,West Town,Multifamily Housing,78288,2001,1,,92,1167724.8,2562537.7,,,,47.6,76.1,52.5,80.9,299.5,3.8,41.997236,-87.656886,POINT (-87.656886 41.997236),2023-141321
2023,156731,Seventy East,Submitted,70 E. Lake Street,60601,4.0,,Loop,Office,154373,1927,1,865,82,5834402.1,,,,,37.8,105.8,41.8,117,816.3,5.3,41.881172,-87.681384,POINT (-87.681384 41.881172),2023-156731
2023,160427,Vista Homes Building Corporation,Submitted,5830-44 S. Stony Island Ave.,60637,4.0,,Hyde Park,Multifamily Housing,261354,1929,1,,97,2387805.1,10785107,,,,50.4,68.9,56,75.1,906.9,3.5,41.930238,-87.643461,POINT (-87.643461 41.930238),2023-160427
