COMPLAINT ID,COMPLAINT TYPE,ADDRESS,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,DATA SOURCE,RESOLUTION,RESOLVED DATE,complaint_lat,complaint_lon,LOCATION,Property Name,Address,ZIP Code,Primary Property Type,ENERGY STAR Score,Total GHG Emissions (Metric Tons CO2e),energy_lat,energy_lon
601448496,Construction and Demolition,6960 N WOLCOTT AVE,6960,,N,WOLCOTT,AVE,417337,2023-10-04T00:00:00Z,Creating a lot of dust,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-04T00:00:00Z,42.00830436024,-87.67818537681,POINT (-87.678185376807 42.008304360241),PARKSIDE OF OLD TOWN PHASE III MIDRISE,532 W HOBBIE 551 W ELM 531 W ELM,60610,MULTIFAMILY HOUSING,36.0,745.4,42.007759,-87.678167
601308133,Noise Complaint,808 S MICHIGAN AVE,808,,S,MICHIGAN,AVE,129151,2023-02-22T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-02-24T00:00:00Z,41.87171754808,-87.6243127769,POINT (-87.624312776897 41.87171754808),N002301-CHICAGO (83RD & STEWART) IL,8411 SOUTH HOLLAND ROAD,60620,WHOLESALE CLUB/SUPERCENTER,90.0,760.1,41.871812,-87.624315
601398619,Air Pollution Work Order,250 E PEARSON ST,250,,E,PEARSON,ST,10937,2023-07-19T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-20T00:00:00Z,41.89775838229,-87.6196620999,POINT (-87.619662099897 41.897758382287),ONE EAST SCOTT (237373),1 EAST SCOTT ST,60610,MULTIFAMILY HOUSING,79.0,1042.2,41.897758,-87.619662
601398619,Air Pollution Work Order,250 E PEARSON ST,250,,E,PEARSON,ST,10937,2023-07-19T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-20T00:00:00Z,41.89775838229,-87.6196620999,POINT (-87.619662099897 41.897758382287),CLARK STREET INVESTORS LLC,3134 N CLARK ST,60657,URGENT CARE/CLINIC/OTHER OUTPATIENT,,324.1,41.898484,-87.620346
601398619,Air Pollution Work Order,250 E PEARSON ST,250,,E,PEARSON,ST,10937,2023-07-19T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-20T00:00:00Z,41.89775838229,-87.6196620999,POINT (-87.619662099897 41.897758382287),ELIZABETH WOOD APARTMENTS,1845 N LARRABEE ST,60614,MULTIFAMILY HOUSING,65.0,351.4,41.898402,-87.620345
601461245,Air Pollution Work Order,1210 S INDIANA AVE,1210,,S,INDIANA,AVE,84397,2023-10-26T00:00:00Z,There is a gas smell on the north side of the sidewalk between Columbus and Michigan on Roosevelt avenue&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-27T00:00:00Z,41.86713651873,-87.62269374006,POINT (-87.622693740064 41.867136518732),55 EAST MONROE OFFICE,55 EAST MONROE STREET,60603,OFFICE,67.0,12525.9,41.867398,-87.622701
601322796,Noise Complaint,5101 N LEAVITT ST,5101,,N,LEAVITT,ST,417325,2023-03-22T00:00:00Z,: This is an ongoing noise that began when the water was turned on for the spring. I am told by maintenance in the school that it is a water heater,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-03-23T00:00:00Z,41.97457000707,-87.68409562455,POINT (-87.684095624547 41.974570007068),SOUTHSIDE HS,7342 S HOYNE AVE,60636,K-12 SCHOOL,45.0,349.7,41.975353,-87.684122
601403341,Noise Complaint,725 S WELLS ST,725,,S,WELLS,ST,129151,2023-07-25T00:00:00Z,Particularly loud cyclic low frequency sounds,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-26T00:00:00Z,41.8728233617,-87.6334446048,POINT (-87.633444604796 41.872823361702),6101 NORTH CLARK,6101 NORTH CLARK STREET,60660,MULTIFAMILY HOUSING,,218.0,41.873256,-87.633454
601403341,Noise Complaint,725 S WELLS ST,725,,S,WELLS,ST,129151,2023-07-25T00:00:00Z,Particularly loud cyclic low frequency sounds,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-26T00:00:00Z,41.8728233617,-87.6334446048,POINT (-87.633444604796 41.872823361702),"1547 CSR-CHICAGO WELLS, LLC",725 S WELLS,60607,DATA CENTER,,1620.0,41.872586,-87.633252
601377348,Noise Complaint,228 W HILL ST,228,,W,HILL,ST,129151,2023-06-14T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-06-15T00:00:00Z,41.90219892638,-87.63564922164,POINT (-87.635649221642 41.902198926376),(IL0508) - PARK PLACE TOWER I CONDOMINIUM (655 W IRVING PARK RD ),655 W IRVING PARK RD,60613,MULTIFAMILY HOUSING,30.0,6856.8,41.902199,-87.635649
601425290,Noise Complaint,501 W SURF ST,501,,W,SURF,ST,417325,2023-08-30T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-08-30T00:00:00Z,41.93419516579,-87.64140393809,POINT (-87.641403938087 41.934195165792),1247-1249 WEST MADISON LLC,1239-1259 W MADISON ST,60607,MULTIFAMILY HOUSING,98.0,419.9,41.934195,-87.641404
601353271,Noise Complaint,819 S STATE ST,819,,S,STATE,ST,417325,2023-05-09T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-10T00:00:00Z,41.87153497463,-87.62737081569,POINT (-87.627370815686 41.871534974632),"THE SHOPS ON WABASH, LLC",17-23 N WABASH,60602,OFFICE,,609.8,41.871698,-87.627484
601353271,Noise Complaint,819 S STATE ST,819,,S,STATE,ST,417325,2023-05-09T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-10T00:00:00Z,41.87153497463,-87.62737081569,POINT (-87.627370815686 41.871534974632),HAMPTON INN & SUITES CHICAGO - DOWNTOWN,33 W ILLINOIS,60654,HOTEL,42.0,1542.7,41.871917,-87.627493
601419868,Air Pollution Work Order,1912 W FLETCHER ST,1912,,W,FLETCHER,ST,379542,2023-08-21T00:00:00Z,Unknown business name but significant construction dust and debris in alley behind fletcher,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-22T00:00:00Z,41.93879404622,-87.67647506884,POINT (-87.676475068835 41.938794046224),CUNEO HALL-ID# 254160,6430 N KENMORE AVE,60626,OFFICE,83.0,264.4,41.939244,-87.675773
601437958,Noise Complaint,5047 N SHERIDAN RD,5047,,N,SHERIDAN,RD,417325,2023-09-19T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-22T00:00:00Z,41.97472755169,-87.65481937663,POINT (-87.654819376629 41.974727551692),(IL695) - THE PIERRE CONDOMINIUM (2100 N LINCOLN PARK WEST),2100 N LINCOLN PARK WEST,60614,MULTIFAMILY HOUSING,69.0,1103.3,41.974732,-87.655114
601359295,Air Pollution Work Order,5441 N EAST RIVER RD,5441,,N,EAST RIVER,RD,249349,2023-05-19T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-22T00:00:00Z,41.97830714609,-87.84631557802,POINT (-87.846315578024 41.978307146086),INSTITUTE OF FORENSIC MEDICINE,2121 W HARRISON ST,60612,OTHER - PUBLIC SERVICES,,1435.5,41.978307,-87.846316
601401127,Noise Complaint,717 S WELLS ST,717,,S,WELLS,ST,417325,2023-07-24T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-07-24T00:00:00Z,41.87296747272,-87.63344780864,POINT (-87.633447808641 41.872967472716),6101 NORTH CLARK,6101 NORTH CLARK STREET,60660,MULTIFAMILY HOUSING,,218.0,41.873256,-87.633454
601401127,Noise Complaint,717 S WELLS ST,717,,S,WELLS,ST,417325,2023-07-24T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-07-24T00:00:00Z,41.87296747272,-87.63344780864,POINT (-87.633447808641 41.872967472716),"1547 CSR-CHICAGO WELLS, LLC",725 S WELLS,60607,DATA CENTER,,1620.0,41.872586,-87.633252
601411132,Noise Complaint,2211 N MILWAUKEE AVE,2211,,N,MILWAUKEE,AVE,129151,2023-08-07T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-08T00:00:00Z,41.92107615756,-87.69413785909,POINT (-87.694137859093 41.921076157561),VIRIDIAN ON SHERIDAN (VR033),734 W SHERIDAN RD,60613,MULTIFAMILY HOUSING,67.0,592.9,41.921076,-87.694138
601441377,Noise Complaint,4652 N SHERIDAN RD,4652,,N,SHERIDAN,RD,417325,2023-09-24T00:00:00Z,: Industrial exhaust used by DOS Bros is very loud in my apartment and shakes the floors and walls casing building damage. Please help!&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-26T00:00:00Z,41.96703976288,-87.65494521476,POINT (-87.65494521476 41.967039762881),ASPIRE,2111 S WABASH,60616,MULTIFAMILY HOUSING,68.0,1518.6,41.966756,-87.654648
601441377,Noise Complaint,4652 N SHERIDAN RD,4652,,N,SHERIDAN,RD,417325,2023-09-24T00:00:00Z,: Industrial exhaust used by DOS Bros is very loud in my apartment and shakes the floors and walls casing building damage. Please help!&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-26T00:00:00Z,41.96703976288,-87.65494521476,POINT (-87.65494521476 41.967039762881),BVM HALL/SES-ID#175895,6364 N SHERIDAN RD,60660,OFFICE,83.0,570.1,41.967376,-87.654882
601441377,Noise Complaint,4652 N SHERIDAN RD,4652,,N,SHERIDAN,RD,417325,2023-09-24T00:00:00Z,: Industrial exhaust used by DOS Bros is very loud in my apartment and shakes the floors and walls casing building damage. Please help!&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-26T00:00:00Z,41.96703976288,-87.65494521476,POINT (-87.65494521476 41.967039762881),(IL392) - TRIBUNE TOWER (435 N MICHIGAN AVENUE),435 N MICHIGAN AVENUE,60611,MULTIFAMILY HOUSING,74.0,4084.6,41.966667,-87.654942
601418672,Noise Complaint,1 W SUPERIOR ST,1,,W,SUPERIOR,ST,417325,2023-08-18T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-08-22T00:00:00Z,41.8955683487,-87.62825186147,POINT (-87.628251861473 41.895568348703),LAKE PARK PLAZA CONDOMINIUM ASSOCIATION,3930 N PINE GROVE AVE,60613,MULTIFAMILY HOUSING,73.0,2684.9,41.895568,-87.628252
601418672,Noise Complaint,1 W SUPERIOR ST,1,,W,SUPERIOR,ST,417325,2023-08-18T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-08-22T00:00:00Z,41.8955683487,-87.62825186147,POINT (-87.628251861473 41.895568348703),1000 S CLARK (KS50),1000 S CLARK ST,60605,MULTIFAMILY HOUSING,49.0,2803.5,41.895869,-87.628033
601443503,Noise Complaint,1606 E HYDE PARK BLVD,1606,,E,HYDE PARK,BLVD,129151,2023-09-27T00:00:00Z,AIR CONDITION IS NEXT TO THE PARKING LOT SIDE OF BUILDING. MAKING A LOT OF NOISE. UNIT ISON THE NORTH SIDE OF BUILDING,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-28T00:00:00Z,41.80260873548,-87.5861141912,POINT (-87.586114191196 41.80260873548),ALGONOUIN #6,1606 E HYDE PARK BOULEVARD,60615,MULTIFAMILY HOUSING,17.0,485.7,41.802826,-87.585565
601443503,Noise Complaint,1606 E HYDE PARK BLVD,1606,,E,HYDE PARK,BLVD,129151,2023-09-27T00:00:00Z,AIR CONDITION IS NEXT TO THE PARKING LOT SIDE OF BUILDING. MAKING A LOT OF NOISE. UNIT ISON THE NORTH SIDE OF BUILDING,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-28T00:00:00Z,41.80260873548,-87.5861141912,POINT (-87.586114191196 41.80260873548),2921 S MICHIGAN,3001 S MICHIGAN AVE,60616,MULTIFAMILY HOUSING,37.0,450.5,41.803301,-87.58613
601443503,Noise Complaint,1606 E HYDE PARK BLVD,1606,,E,HYDE PARK,BLVD,129151,2023-09-27T00:00:00Z,AIR CONDITION IS NEXT TO THE PARKING LOT SIDE OF BUILDING. MAKING A LOT OF NOISE. UNIT ISON THE NORTH SIDE OF BUILDING,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-28T00:00:00Z,41.80260873548,-87.5861141912,POINT (-87.586114191196 41.80260873548),(IL0444) - VB 1224 LOFTS CA (1224 W VAN BUREN),1224 W VAN BUREN,60607,MULTIFAMILY HOUSING,60.0,1462.6,41.803309,-87.585669
601447765,Air Pollution Work Order,6960 N WOLCOTT AVE,6960,,N,WOLCOTT,AVE,417337,2023-10-03T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-04T00:00:00Z,42.00830436024,-87.67818537681,POINT (-87.678185376807 42.008304360241),PARKSIDE OF OLD TOWN PHASE III MIDRISE,532 W HOBBIE 551 W ELM 531 W ELM,60610,MULTIFAMILY HOUSING,36.0,745.4,42.007759,-87.678167
601452277,Air Pollution Work Order,2 N MICHIGAN AVE,2,,N,MICHIGAN,AVE,249349,2023-10-11T00:00:00Z,THE CALLER STATED THAT THE CHICKEN GREASE SMELL BAD AND CAUSING PEOPLE NAUSEA,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-10-12T00:00:00Z,41.88216416733,-87.62451427362,POINT (-87.624514273622 41.88216416733),314 WEST SUPERIOR STREET,314 WEST SUPERIOR STREET,60654,OFFICE,78.0,639.2,41.882248,-87.624517
601452277,Air Pollution Work Order,2 N MICHIGAN AVE,2,,N,MICHIGAN,AVE,249349,2023-10-11T00:00:00Z,THE CALLER STATED THAT THE CHICKEN GREASE SMELL BAD AND CAUSING PEOPLE NAUSEA,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-10-12T00:00:00Z,41.88216416733,-87.62451427362,POINT (-87.624514273622 41.88216416733),4101 S CALUMET AVENUE,4101 S CALUMET AVENUE,60653,MULTIFAMILY HOUSING,20.0,463.9,41.8819,-87.624507
601312001,Air Pollution Work Order,901 W MADISON ST,901,,W,MADISON,ST,249349,2023-02-28T00:00:00Z,There is a sewer smell in the building as soon as you enter. It's throughout the hallways as well.,DEPT. OF PUBLIC HEALTH,Refer to Building Dept,2023-03-01T00:00:00Z,41.88162693657,-87.64975194168,POINT (-87.64975194168 41.881626936573),MADISON,939-949  W MADISON STREET,60607,MULTIFAMILY HOUSING,98.0,480.2,41.881846,-87.64976
601312001,Air Pollution Work Order,901 W MADISON ST,901,,W,MADISON,ST,249349,2023-02-28T00:00:00Z,There is a sewer smell in the building as soon as you enter. It's throughout the hallways as well.,DEPT. OF PUBLIC HEALTH,Refer to Building Dept,2023-03-01T00:00:00Z,41.88162693657,-87.64975194168,POINT (-87.64975194168 41.881626936573),LAKE VILLAGE EAST APTS,4700 SOUTH LAKE PARK AVE,60615,MULTIFAMILY HOUSING,83.0,946.6,41.882173,-87.649857
601329569,Noise Complaint,441 E ERIE ST,441,,E,ERIE,ST,129151,2023-04-03T00:00:00Z,THIS IS ALL RESIDENTIAL BUILDING---THE MGMT CO.----GROUP FOX--773-267-5600-----------CALL BEFORE COMING OUTTHIS IS A HIGH-RISE BUILDING WITH 59 FLOORS AND THE NOISE IS COMING FROM THE ROOFTOP EQUIPMENT ROOM&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-04-05T00:00:00Z,41.89416115508,-87.61620201268,POINT (-87.616202012684 41.89416115508),ALCOTT ES,2625 N ORCHARD ST,60614,K-12 SCHOOL,82.0,260.0,41.894161,-87.616202
601351438,Noise Complaint,680 S FEDERAL ST,680,,S,FEDERAL,ST,417325,2023-05-05T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-16T00:00:00Z,41.87341637357,-87.62977671782,POINT (-87.629776717815 41.873416373566),"03181AS - CHICAGO, IL",87 W 87TH STREET,60620,SUPERMARKET/GROCERY STORE,45.0,1860.6,41.873033,-87.630486
601343151,Noise Complaint,1317 W MORSE AVE,1317,,W,MORSE,AVE,129151,2023-04-25T00:00:00Z,Thanks for checking on this. It is a huge pain in the ass. It is this large apartment building. They have a generator room that is brutally loud. You can hear it from down the block.,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-04-26T00:00:00Z,42.00782468034,-87.66446357753,POINT (-87.664463577532 42.007824680338),154-60 N LASALLE,160 N LASALLE ST,60601,OFFICE,73.0,2766.3,42.008058,-87.66356
601428687,Noise Complaint,1112 S WABASH AVE,1112,,S,WABASH,AVE,129151,2023-09-05T00:00:00Z,Previously complained on SR23-01470286 ws a high pitched screeching sound - now it is a loud rattling noise of a motor - noticeable behind the building in alley. Almost positive it is the 1112 bldg however it could be the 1104 Columbia University bldg.,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-06T00:00:00Z,41.86883410488,-87.62600895041,POINT (-87.626008950412 41.868834104882),CHICAGO,1 WEST WASHINGTON ST,60602,HOTEL,7.0,1195.7,41.869063,-87.626016
601466926,Construction and Demolition,200 E PEARSON ST,200,,E,PEARSON,ST,3308,2023-11-06T00:00:00Z,New roof being installed. Debris flies off roof and cuts into the siding of the building next door (210 E. Pearson St.),DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-11-07T00:00:00Z,41.89772600484,-87.62175937836,POINT (-87.621759378357 41.897726004842),1143 S PLYMOUTH COURT,1143 S PLLYMOUTH COURT,60605,MULTIFAMILY HOUSING,80.0,640.9,41.898311,-87.62177
601342171,Construction and Demolition,819 W LAWRENCE AVE,819,,W,LAWRENCE,AVE,3308,2023-04-24T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-04-25T00:00:00Z,41.96903134012,-87.6510068329,POINT (-87.651006832896 41.969031340115),LAS AMERICAS APARTMENTS,1611 S RACINE AVE,60608,MULTIFAMILY HOUSING,75.0,763.2,41.969249,-87.651102
601336352,Noise Complaint,725 S WELLS ST,725,,S,WELLS,ST,417325,2023-04-13T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-04-14T00:00:00Z,41.8728233617,-87.6334446048,POINT (-87.633444604796 41.872823361702),6101 NORTH CLARK,6101 NORTH CLARK STREET,60660,MULTIFAMILY HOUSING,,218.0,41.873256,-87.633454
601336352,Noise Complaint,725 S WELLS ST,725,,S,WELLS,ST,417325,2023-04-13T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-04-14T00:00:00Z,41.8728233617,-87.6334446048,POINT (-87.633444604796 41.872823361702),"1547 CSR-CHICAGO WELLS, LLC",725 S WELLS,60607,DATA CENTER,,1620.0,41.872586,-87.633252
601427990,Noise Complaint,2426 N CLARK ST,2426,,N,CLARK,ST,129151,2023-09-04T00:00:00Z,Horrible mechanical grinding noises - potentially from air conditioner or other fan machine on roof of building - has been occurring 24/7 every few minutes for the last week.,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-05T00:00:00Z,41.92625187626,-87.64105058986,POINT (-87.641050589862 41.926251876261),(IL504) - 33E CONDO ASSOCIATION (33 E CEDAR ST),33 E CEDAR ST,60611,MULTIFAMILY HOUSING,91.0,638.4,41.926202,-87.641021
601427990,Noise Complaint,2426 N CLARK ST,2426,,N,CLARK,ST,129151,2023-09-04T00:00:00Z,Horrible mechanical grinding noises - potentially from air conditioner or other fan machine on roof of building - has been occurring 24/7 every few minutes for the last week.,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-05T00:00:00Z,41.92625187626,-87.64105058986,POINT (-87.641050589862 41.926251876261),1414 NORTH WELLS CONDOMINIUM ASSOCIATION,1414 N WELLS ST,60610,MULTIFAMILY HOUSING,91.0,336.1,41.925687,-87.640958
601428682,Noise Complaint,444 W FULLERTON PKWY,444,,W,FULLERTON,PKWY,417325,2023-09-05T00:00:00Z,"I reside at 444 W Fullerton Parkway and have been experiencing a persistent and disruptive industrial machinery noise every few minutes, day and night, for an entire week. Noise can be heard on Clark and Fullerton. Not sure where the noise froms.",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-06T00:00:00Z,41.92568726351,-87.64095823959,POINT (-87.640958239588 41.925687263511),(IL504) - 33E CONDO ASSOCIATION (33 E CEDAR ST),33 E CEDAR ST,60611,MULTIFAMILY HOUSING,91.0,638.4,41.926202,-87.641021
601428682,Noise Complaint,444 W FULLERTON PKWY,444,,W,FULLERTON,PKWY,417325,2023-09-05T00:00:00Z,"I reside at 444 W Fullerton Parkway and have been experiencing a persistent and disruptive industrial machinery noise every few minutes, day and night, for an entire week. Noise can be heard on Clark and Fullerton. Not sure where the noise froms.",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-06T00:00:00Z,41.92568726351,-87.64095823959,POINT (-87.640958239588 41.925687263511),1414 NORTH WELLS CONDOMINIUM ASSOCIATION,1414 N WELLS ST,60610,MULTIFAMILY HOUSING,91.0,336.1,41.925687,-87.640958
601339186,Noise Complaint,400 E SOUTH WATER ST,400,,E,SOUTH WATER,ST,129151,2023-04-15T00:00:00Z,"Some piece of equipment beneath the St Regis Tower, on the lower level at Lakeshore East Park, sounds like an airplane engine at 6am on Saturday. This is not the first time",DEPT. OF PUBLIC HEALTH,Resolved,2023-04-21T00:00:00Z,41.8866335194,-87.61741342043,POINT (-87.617413420432 41.886633519398),CURIE HS,4959 S ARCHER AVE,60632,K-12 SCHOOL,21.0,3422.6,41.886634,-87.617413
601339186,Noise Complaint,400 E SOUTH WATER ST,400,,E,SOUTH WATER,ST,129151,2023-04-15T00:00:00Z,"Some piece of equipment beneath the St Regis Tower, on the lower level at Lakeshore East Park, sounds like an airplane engine at 6am on Saturday. This is not the first time",DEPT. OF PUBLIC HEALTH,Resolved,2023-04-21T00:00:00Z,41.8866335194,-87.61741342043,POINT (-87.617413420432 41.886633519398),1063 - ROYAL SONESTA CHICAGO RIVERFRONT 71 E WACKER DRIVE - SVC,71 E WACKER DRIVE,60601,HOTEL,81.0,2848.2,41.887027,-87.616589
601473958,Air Pollution Work Order,7530 S CONSTANCE AVE,7530,,S,CONSTANCE,AVE,10937,2023-11-23T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-11-24T00:00:00Z,41.75789563862,-87.57993840779,POINT (-87.579938407789 41.757895638623),JUDGE HARRY M FISHER APARTMENTS,5821 N BROADWAY STREET,60660,MULTIFAMILY HOUSING,73.0,910.8,41.757956,-87.579646
