COMPLAINT ID,COMPLAINT TYPE,ADDRESS,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,DATA SOURCE,RESOLUTION,RESOLVED DATE,LATITUDE,LONGITUDE,LOCATION
601476680,Construction and Demolition,451 W HURON ST,451,,W,HURON,ST,379542,2023-11-30T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-12-04T00:00:00Z,41.8946027055,-87.64049614903,POINT (-87.640496149034 41.894602705495)
601323921,Asbestos Work Order,7145 S HERMITAGE AVE,7145,,S,HERMITAGE,AVE,379542,2023-03-23T00:00:00Z,not sure if this is the right request. owner has asbestos tile and is wondering about any potential programs/help for abating tile,DEPT. OF PUBLIC HEALTH,Resolved,2023-03-27T00:00:00Z,41.76353846885,-87.66727739404,POINT (-87.667277394043 41.763538468853)
601412353,Air Pollution Work Order,2701 E 100TH ST,2701,,E,100TH,ST,10937,2023-08-09T00:00:00Z,"While driving east on 100th Street , just past the railroad tracks, my wife and I detected the foul smell of rotten eggs or worse emanating from the plant",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-08-11T00:00:00Z,41.71324291275,-87.55803846898,POINT (-87.558038468978 41.713242912752)
601299487,Construction and Demolition,3119 N RACINE AVE,3119,,N,RACINE,AVE,425726,2023-01-26T00:00:00Z,"The summary of the issue is attached in a PDF. We also have support emails, text, photos and videos documenting the situation and can send upon request. Thank you!&nbsp;",DEPT. OF PUBLIC HEALTH,Resolved,2023-01-27T00:00:00Z,41.93859439624,-87.65877701804,POINT (-87.658777018039 41.938594396244)
601422939,Air Pollution Work Order,3937 N SAYRE AVE,3937,,N,SAYRE,AVE,417337,2023-08-27T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-28T00:00:00Z,41.95197177153,-87.80095695804,POINT (-87.80095695804 41.951971771526)
601307046,Air Pollution Work Order,5154 N KEELER AVE,5154,,N,KEELER,AVE,249349,2023-02-16T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-02-17T00:00:00Z,41.97527305171,-87.73331390703,POINT (-87.733313907035 41.975273051705)
601464418,Air Pollution Work Order,2701 E 100TH ST,2701,,E,100TH,ST,10937,2023-11-02T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-11-02T00:00:00Z,41.71324291275,-87.55803846898,POINT (-87.558038468978 41.713242912752)
601461246,Noise Complaint,750 N ORLEANS ST,750,,N,ORLEANS,ST,437489,2023-10-26T00:00:00Z,Rooftop cooling tower emits a consistent drowning hum from across the alleyway into neighboring condominium units and balcony spaces. Phone application measures 75+ dB and the noise is far beyond a conversational level.,DEPT. OF PUBLIC HEALTH,Resolved,2024-06-14T00:00:00Z,41.89629265479,-87.63731316709,POINT (-87.637313167087 41.896292654788)
601401746,Air Pollution Work Order,3636 W 61ST ST,3636,,W,61ST,ST,249349,2023-07-24T00:00:00Z,Open burning in the back of house for a week.,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-25T00:00:00Z,41.78253561956,-87.71467471563,POINT (-87.714674715626 41.782535619557)
601316503,Air Pollution Work Order,4813 S KEELER AVE,4813,,S,KEELER,AVE,10937,2023-03-09T00:00:00Z,quemical smell in the air coming inside apartment,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-03-10T00:00:00Z,41.80555074246,-87.72826830753,POINT (-87.728268307534 41.805550742463)
601463016,Air Pollution Work Order,1810 N KILBOURN AVE,1810,,N,KILBOURN,AVE,10937,2023-10-31T00:00:00Z,I ride Metra and often observe open burning of material in the back lot of this business. Residences and School nearby.,DEPT. OF PUBLIC HEALTH,Alleged violation founded,2023-10-31T00:00:00Z,41.91431404389,-87.73889083418,POINT (-87.738890834178 41.914314043887)
601397245,Air Pollution Work Order,4837 S KEDZIE AVE,4837,,S,KEDZIE,AVE,417337,2023-07-17T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-07-17T00:00:00Z,41.80518651456,-87.70374424459,POINT (-87.703744244589 41.805186514563)
601290353,Air Pollution Work Order,2220 W 37TH ST,2220,,W,37TH,ST,425726,2023-01-01T00:00:00Z,"reported fir oct 22, 2022",DEPT. OF PUBLIC HEALTH,Resolved,2023-01-04T00:00:00Z,41.82678868839,-87.68100126353,POINT (-87.681001263527 41.826788688394)
601356662,Noise Complaint,1540 W FULLERTON AVE,1540,,W,FULLERTON,AVE,417325,2023-05-15T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-05-16T00:00:00Z,41.92527083003,-87.66742133245,POINT (-87.667421332445 41.925270830034)
601399719,Air Pollution Work Order,3051 W 48TH PL,3051,,W,48TH,PL,417337,2023-07-20T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-17T00:00:00Z,41.80509480079,-87.70101245268,POINT (-87.701012452685 41.805094800795)
601298981,Air Pollution Work Order,2520 W WASHINGTON BLVD,2520,,W,WASHINGTON,BLVD,249349,2023-01-25T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-01-26T00:00:00Z,41.88308668486,-87.68938219426,POINT (-87.689382194258 41.883086684859)
601299850,Noise Complaint,9248 S PRAIRIE AVE,9248,,S,PRAIRIE,AVE,129151,2023-01-28T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation unfounded,2023-01-30T00:00:00Z,41.72585799316,-87.61802236191,POINT (-87.618022361908 41.725857993161)
601460708,Air Pollution Work Order,2701 E 100TH ST,2701,,E,100TH,ST,10937,2023-10-25T00:00:00Z,caller states that it smells like decaying animals,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-10-30T00:00:00Z,41.71324291275,-87.55803846898,POINT (-87.558038468978 41.713242912752)
601454710,Water Pollution,2028 W RACE AVE,2028,,W,RACE,AVE,84397,2023-10-13T00:00:00Z,"Green substance unsure if it’s toxic, smells chemical and scary. Doesn’t smell like antifreeze",DEPT. OF PUBLIC HEALTH,Resolved,2023-10-16T00:00:00Z,41.89163589231,-87.6781152753,POINT (-87.678115275305 41.891635892314)
601442219,Air Pollution Work Order,8491 S BALTIMORE AVE,8491,,S,BALTIMORE,AVE,13776,2023-09-26T00:00:00Z,The facility has open large piles of metal and dust and smells are generally being produced which can be smelled from blocks away,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-06T00:00:00Z,41.74133000436,-87.55058181897,POINT (-87.550581818968 41.74133000436)
601369396,Air Pollution Work Order,1732 W BEACH AVE,1732,,W,BEACH,AVE,10937,2023-06-02T00:00:00Z,Entire street and surrounding area has smelled like chemicals/paint for a week,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-06-05T00:00:00Z,41.90766719472,-87.67139407251,POINT (-87.671394072511 41.907667194719)
601417865,Construction and Demolition,7042 S MARSHFIELD AVE,7042,,S,MARSHFIELD,AVE,84397,2023-08-18T00:00:00Z,"Vacant home for ten years is now being gutted and worked on. Caller's (neighbor) property is now being infested with roaches, rats. Two full dumpsters are also on site.",DEPT. OF PUBLIC HEALTH,Resolved,2023-08-18T00:00:00Z,41.76543555963,-87.66519317827,POINT (-87.665193178266 41.765435559628)
601379650,Air Pollution Work Order,10933 S AVENUE H,10933,,S,AVENUE H,,13776,2023-06-17T00:00:00Z,: TRUCK EXHAUST,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-06-20T00:00:00Z,41.69628321006,-87.53272122335,POINT (-87.532721223346 41.69628321006)
601410207,Air Pollution Work Order,5835 N SHERIDAN RD,5835,,N,SHERIDAN,RD,417337,2023-08-06T00:00:00Z,I’ve complained to management,DEPT. OF PUBLIC HEALTH,Refer to Building Dept,2023-08-07T00:00:00Z,41.98836546854,-87.65518764654,POINT (-87.655187646542 41.988365468544)
601359297,Air Pollution Work Order,3900 S MICHIGAN AVE,3900,,S,MICHIGAN,AVE,8386,2023-05-18T00:00:00Z,: IN THE AIR IT SMELLS LIKE SOMETHING IS DEAD FROM 3900 S MICHIGAN ALL AROUND UP TO STATE STREET,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-19T00:00:00Z,41.82368919203,-87.62331240868,POINT (-87.623312408677 41.823689192028)
601462091,Air Pollution Work Order,3867 S COTTAGE GROVE AVE,3867,,S,COTTAGE GROVE,AVE,10937,2023-10-28T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-10-30T00:00:00Z,41.82427924184,-87.60689701736,POINT (-87.606897017363 41.824279241836)
601410231,Construction and Demolition,2249 W BELMONT AVE,2249,,W,BELMONT,AVE,379542,2023-08-07T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-07T00:00:00Z,41.93938176294,-87.68512400113,POINT (-87.685124001135 41.939381762937)
601473963,Air Pollution Work Order,4178 W OGDEN AVE,4178,,W,OGDEN,AVE,417337,2023-11-22T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-11-24T00:00:00Z,41.8496072111,-87.72929347036,POINT (-87.729293470363 41.849607211104)
601296254,Construction and Demolition,2772 E 75TH ST,2772,,E,75TH,ST,13776,2023-01-17T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation unfounded,2023-01-18T00:00:00Z,41.76117674115,-87.55627850184,POINT (-87.556278501837 41.761176741155)
601383844,Air Pollution Work Order,2403 W MOFFAT ST,2403,,W,MOFFAT,ST,417337,2023-06-23T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-06-26T00:00:00Z,41.91474404555,-87.6875368293,POINT (-87.6875368293 41.914744045551)
601408347,Noise Complaint,1949 W DIVISION ST,1949,,W,DIVISION,ST,129151,2023-08-02T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Refer to Building Dept,2023-08-07T00:00:00Z,41.90308928676,-87.67677205425,POINT (-87.676772054255 41.903089286759)
601464422,Air Pollution Work Order,2055 W PERSHING RD,2055,,W,PERSHING,RD,417337,2023-11-02T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-11-02T00:00:00Z,41.82297276573,-87.67702220738,POINT (-87.677022207376 41.822972765727)
601403858,Construction and Demolition,2934 W MEDILL AVE,2934,,W,MEDILL,AVE,3308,2023-07-26T00:00:00Z,Ongoing construction complaints at 2934 W Medill,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-27T00:00:00Z,41.92391941246,-87.70138754026,POINT (-87.701387540257 41.923919412462)
601306037,Noise Complaint,680 S FEDERAL ST,680,,S,FEDERAL,ST,417325,2023-02-15T00:00:00Z,: Digital Realty’s ground equipment is running 24 hrs 7 days a week and noise filters into my apartment disrupting my sleep,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-02-15T00:00:00Z,41.87341637357,-87.62977671782,POINT (-87.629776717815 41.873416373566)
601310334,Construction and Demolition,2700 W MONTROSE AVE,2700,,W,MONTROSE,AVE,84397,2023-02-23T00:00:00Z,"Construction leaving debris , blowing dirt and rocks all over the alley. Washing concrete truck in the alley leaving chunks of concrete and debris in the alley.",DEPT. OF PUBLIC HEALTH,Resolved,2023-02-24T00:00:00Z,41.96137384708,-87.69622327895,POINT (-87.69622327895 41.961373847081)
601478432,Noise Complaint,1135 W WISCONSIN ST,1135,,W,WISCONSIN,ST,129151,2023-12-04T00:00:00Z,Noisy equipment is still noisy after recent upgrades.,DEPT. OF PUBLIC HEALTH,Resolved,2023-12-05T00:00:00Z,41.91432058234,-87.65619991777,POINT (-87.656199917767 41.914320582341)
601440989,Air Pollution Work Order,8624 S STONY ISLAND AVE,8624,,S,STONY ISLAND,AVE,10937,2023-09-25T00:00:00Z,: Caller states that there is a chemical smell in the air outdoors.,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-25T00:00:00Z,41.73792998436,-87.58580053414,POINT (-87.585800534138 41.737929984355)
601346044,Construction and Demolition,4407 N KIMBALL AVE,4407,,N,KIMBALL,AVE,425726,2023-04-29T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-05-01T00:00:00Z,41.9613941858,-87.71299632244,POINT (-87.712996322444 41.961394185801)
601485215,Construction and Demolition,6319 S HERMITAGE AVE,6319,,S,HERMITAGE,AVE,379542,2023-12-27T00:00:00Z,Putting up brick with no scaffolding,DEPT. OF PUBLIC HEALTH,Resolved,2023-12-28T00:00:00Z,41.77881145392,-87.66773013936,POINT (-87.667730139358 41.778811453923)
601476622,Air Pollution Work Order,5205 S CHRISTIANA AVE,5205,,S,CHRISTIANA,AVE,437489,2023-11-30T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-11-27T00:00:00Z,41.79874136771,-87.70723511956,POINT (-87.707235119563 41.798741367713)
601300195,Construction and Demolition,5429 W GRACE ST,5429,,W,GRACE,ST,379542,2023-01-30T00:00:00Z,"&nbsp;Construction debris has been dumped into my garbage bins, located in my alley",DEPT. OF PUBLIC HEALTH,Resolved,2023-01-31T00:00:00Z,41.94957431555,-87.76315249741,POINT (-87.763152497414 41.949574315551)
601319132,Air Pollution Work Order,2500 S PAULINA ST,2500,,S,PAULINA,ST,84397,2023-03-16T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-03-16T00:00:00Z,41.84676817856,-87.66850812646,POINT (-87.668508126456 41.846768178557)
601447786,Noise Complaint,7430 S STEWART AVE,7430,,S,STEWART,AVE,129151,2023-10-03T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-04T00:00:00Z,41.75895846745,-87.63465340855,POINT (-87.634653408548 41.75895846745)
601419460,Air Pollution Work Order,5345 N GLENWOOD AVE,5345,,N,GLENWOOD,AVE,417337,2023-08-19T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-21T00:00:00Z,41.97944418864,-87.66469062466,POINT (-87.664690624663 41.979444188643)
601443837,Air Pollution Work Order,2701 E 100TH ST,2701,,E,100TH,ST,10937,2023-09-28T00:00:00Z,Pullman Innovations … the chemicals are being released during the times that an inspector is unavailable which are early morning or late in the evening,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-29T00:00:00Z,41.71324291275,-87.55803846898,POINT (-87.558038468978 41.713242912752)
601457201,Air Pollution Work Order,2055 W PERSHING RD,2055,,W,PERSHING,RD,84397,2023-10-19T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-19T00:00:00Z,41.82297276573,-87.67702220738,POINT (-87.677022207376 41.822972765727)
601378494,Noise Complaint,717 S WELLS ST,717,,S,WELLS,ST,417325,2023-06-16T00:00:00Z,The noise is starting even earlier (6:30am) and now and there is an additional form of compressor or reciprocating engine noise in addition to an exhaust note and loud fan noise&nbsp;,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-16T00:00:00Z,41.87296747272,-87.63344780864,POINT (-87.633447808641 41.872967472716)
601403134,Air Pollution Work Order,2500 S PAULINA ST,2500,,S,PAULINA,ST,10937,2023-07-25T00:00:00Z,metal shredder is cause huge smoke and the smell is terrible,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-26T00:00:00Z,41.84676817856,-87.66850812646,POINT (-87.668508126456 41.846768178557)
601397331,Air Pollution Work Order,4837 S KEDZIE AVE,4837,,S,KEDZIE,AVE,417337,2023-07-17T00:00:00Z,Smells horrendously like something has died. Rotten! Smell Lingers for hours please investigate! This business has No name and is not registered on the map.,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-17T00:00:00Z,41.80518651456,-87.70374424459,POINT (-87.703744244589 41.805186514563)
601361174,Water Pollution,11645 S SANGAMON ST,11645,,S,SANGAMON,ST,13776,2023-05-23T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-23T00:00:00Z,41.68188359041,-87.64555057548,POINT (-87.645550575477 41.681883590405)
601477789,Water Pollution,2631 S EMERALD AVE,2631,,S,EMERALD,AVE,8386,2023-12-01T00:00:00Z,: SEWER IS AT 2629 S EMERALD&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-12-04T00:00:00Z,41.84441597957,-87.64506847391,POINT (-87.645068473908 41.84441597957)
601351336,Noise Complaint,5217 S NASHVILLE AVE,5217,,S,NASHVILLE,AVE,129151,2023-05-06T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-08T00:00:00Z,41.7972474491,-87.78669220925,POINT (-87.78669220925 41.797247449098)
601297638,Water Pollution,9137 S LUELLA AVE,9137,,S,LUELLA,AVE,13776,2023-01-22T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Refer to Code Enforcement,2023-01-23T00:00:00Z,41.72876913931,-87.569284466,POINT (-87.569284466 41.728769139308)
601320812,Construction and Demolition,3605 N BELL AVE,3605,,N,BELL,AVE,3308,2023-03-20T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-03-21T00:00:00Z,41.94699064589,-87.68447818962,POINT (-87.684478189616 41.946990645889)
601426133,Air Pollution Work Order,6901 S BELL AVE,6901,,S,BELL,AVE,249349,2023-08-24T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-24T00:00:00Z,41.76828622622,-87.67944196099,POINT (-87.679441960988 41.768286226221)
601435281,Air Pollution Work Order,1741 N DAMEN AVE,1741,,N,DAMEN,AVE,3308,2023-09-14T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation founded,2023-09-15T00:00:00Z,41.91350926837,-87.67738500913,POINT (-87.67738500913 41.913509268368)
601482509,Construction and Demolition,5405 S WELLS ST,5405,,S,WELLS,ST,8386,2023-12-13T00:00:00Z,Side empty lot / &amp; alley,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-12-14T00:00:00Z,41.79610222101,-87.63172060099,POINT (-87.631720600991 41.796102221007)
601473955,Air Pollution Work Order,7530 S CONSTANCE AVE,7530,,S,CONSTANCE,AVE,10937,2023-11-23T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-11-24T00:00:00Z,41.75789563862,-87.57993840779,POINT (-87.579938407789 41.757895638623)
601416452,Service Stations/Storage Tanks Work Order,5726 N NAGLE AVE,5726,,N,NAGLE,AVE,12770,2023-08-12T00:00:00Z,THE CALLER STATED THAT THEY WERE SELLING BACK GAS,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-14T00:00:00Z,41.98548013781,-87.78783171823,POINT (-87.787831718231 41.985480137808)
601464421,Air Pollution Work Order,2055 W PERSHING RD,2055,,W,PERSHING,RD,417337,2023-11-02T00:00:00Z,": It smells almost every weekday from 6-7 am. It doesn't smell at 5am. By 6am it smells like asphalt and toluene because they are operating. It does not smell every day, please inspect multiple times. Did they install the agreed upon odor controls by Oct 1?",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-11-02T00:00:00Z,41.82297276573,-87.67702220738,POINT (-87.677022207376 41.822972765727)
601428140,Construction and Demolition,8624 S DAMEN AVE,8624,,S,DAMEN,AVE,13776,2023-09-03T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation unfounded,2023-09-05T00:00:00Z,41.73670770654,-87.67295892566,POINT (-87.672958925659 41.73670770654)
601325359,Service Stations/Storage Tanks Work Order,2801 W ARMITAGE AVE,2801,,W,ARMITAGE,AVE,12770,2023-03-27T00:00:00Z,caller states pump 8 appears to be sinking into the ground and there is a strong gas smell&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation unfounded,2023-03-27T00:00:00Z,41.91737931679,-87.69725064027,POINT (-87.697250640266 41.917379316788)
601333178,Noise Complaint,510 W BRIAR PL,510,,W,BRIAR,PL,417325,2023-04-09T00:00:00Z,Air compressor box attached to the electric pole,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-04-13T00:00:00Z,41.93882607533,-87.64247858094,POINT (-87.642478580941 41.938826075331)
601365563,Air Pollution Work Order,6110 S PRINCETON AVE,6110,,S,PRINCETON,AVE,10937,2023-05-29T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-30T00:00:00Z,41.78321098273,-87.63284348509,POINT (-87.632843485086 41.783210982732)
601377225,Noise Complaint,600 S FEDERAL ST,600,,S,FEDERAL,ST,417325,2023-06-15T00:00:00Z,"One or more of the air conditioning compressors is making a consistent high pitched, whistling noise. It sounds as if an alarm is always sounding 24/7.",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-15T00:00:00Z,41.87447214941,-87.62981321502,POINT (-87.629813215024 41.874472149412)
601449189,Construction and Demolition,7914 S PEORIA ST,7914,,S,PEORIA,ST,13776,2023-10-06T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-10-06T00:00:00Z,41.75011634049,-87.64659991903,POINT (-87.646599919032 41.750116340489)
601346905,Noise Complaint,680 S FEDERAL ST,680,,S,FEDERAL,ST,129151,2023-04-28T00:00:00Z,Noise occurs 24 hours 7 days a week. The noise is coming from the fans next to the silver unit as shown in the pictures. Fans need noise canceling barrier or encasement to contain the noise from filtering out.&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-05-01T00:00:00Z,41.87341637357,-87.62977671782,POINT (-87.629776717815 41.873416373566)
601408341,Noise Complaint,735 W DIVERSEY PKWY,735,,W,DIVERSEY,PKWY,417325,2023-08-02T00:00:00Z,"Excessive noise in excess of 65 dba coming from rooftop air conditioner. Have tried to discuss with property management on multiple occasions, but they are unwilling to do anything about the noise.",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-09-29T00:00:00Z,41.93263163257,-87.64797278442,POINT (-87.647972784417 41.932631632573)
601437951,Noise Complaint,5033 N SHERIDAN RD,5033,,N,SHERIDAN,RD,417325,2023-09-19T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-22T00:00:00Z,41.97425216527,-87.65480576,POINT (-87.654805759999 41.97425216527)
601450692,Construction and Demolition,3922 N PAULINA ST,3922,,N,PAULINA,ST,84397,2023-10-09T00:00:00Z,"CALLER STATES PRIVATE CONSTRUCTION COMPANY WITH BIG YELLOW TRUCK IS USING WATER AT 3920 N PAULINA, WORKING IN THE BACK OF THE BUILDING AT 3922 N PAULINA&nbsp;",DEPT. OF PUBLIC HEALTH,Resolved,2023-10-10T00:00:00Z,41.95314527831,-87.67159969002,POINT (-87.671599690019 41.953145278307)
601448496,Construction and Demolition,6960 N WOLCOTT AVE,6960,,N,WOLCOTT,AVE,417337,2023-10-04T00:00:00Z,Creating a lot of dust,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-04T00:00:00Z,42.00830436024,-87.67818537681,POINT (-87.678185376807 42.008304360241)
601383769,Air Pollution Work Order,6619 S CARPENTER ST,6619,,S,CARPENTER,ST,10937,2023-06-23T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-06-26T00:00:00Z,41.77360825689,-87.6505546157,POINT (-87.650554615695 41.773608256887)
601357307,Construction and Demolition,4335 N FRANCISCO AVE,4335,,N,FRANCISCO,AVE,425726,2023-05-17T00:00:00Z,PER CALLER- THERE ARE NAILS AND OTHER CONSTRUCTION DEBRIS IN THE ALLEY. THEY ARE ALSOBLOCKING THE ALLEY ALL DAY.,DEPT. OF PUBLIC HEALTH,Resolved,2023-05-17T00:00:00Z,41.96046189016,-87.70073986261,POINT (-87.700739862614 41.960461890165)
601384698,Air Pollution Work Order,10933 S AVENUE H,10933,,S,AVENUE H,,10937,2023-06-26T00:00:00Z,"&nbsp;Per Caller- always happens mostly at night, would also like a phone call.",DEPT. OF PUBLIC HEALTH,Resolved,2023-06-27T00:00:00Z,41.69628321006,-87.53272122335,POINT (-87.532721223346 41.69628321006)
601351436,Noise Complaint,1042 W MARQUETTE RD,1042,,W,MARQUETTE,RD,129151,2023-05-07T00:00:00Z,LIGHTPOLE WITH BOX MAKING NOISE,DEPT. OF PUBLIC HEALTH,Resolved,2023-05-08T00:00:00Z,41.77248874279,-87.65115148102,POINT (-87.65115148102 41.772488742791)
601308133,Noise Complaint,808 S MICHIGAN AVE,808,,S,MICHIGAN,AVE,129151,2023-02-22T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-02-24T00:00:00Z,41.87171754808,-87.6243127769,POINT (-87.624312776897 41.87171754808)
601398619,Air Pollution Work Order,250 E PEARSON ST,250,,E,PEARSON,ST,10937,2023-07-19T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-20T00:00:00Z,41.89775838229,-87.6196620999,POINT (-87.619662099897 41.897758382287)
601412678,Air Pollution Work Order,1234 N CICERO AVE,1234,,N,CICERO,AVE,417337,2023-08-09T00:00:00Z,Idk its 2 paint shops on the corner and both of them are painting and the fumes are so bad I can't breath.&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-10T00:00:00Z,41.90330783655,-87.74613164993,POINT (-87.746131649926 41.903307836545)
601464391,Asbestos Work Order,10501 S AVENUE G,10501,,S,AVENUE G,,379542,2023-11-02T00:00:00Z,Caller wants to remain anonymous but states that you can enter into the back door. The backdoor is always open. Caller reports that the landlord information is on the building.,DEPT. OF PUBLIC HEALTH,Resolved,2023-11-03T00:00:00Z,41.70446203349,-87.53151095445,POINT (-87.531510954445 41.704462033489)
601390819,Noise Complaint,11362 S LAWNDALE AVE,11362,,S,LAWNDALE,AVE,129151,2023-07-06T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-07T00:00:00Z,41.68595710042,-87.71272896747,POINT (-87.712728967467 41.685957100419)
601448492,Air Pollution Work Order,2500 S PAULINA ST,2500,,S,PAULINA,ST,129151,2023-10-04T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-05T00:00:00Z,41.84676817856,-87.66850812646,POINT (-87.668508126456 41.846768178557)
601295629,Air Pollution Work Order,900 N PAULINA ST,900,,N,PAULINA,ST,10937,2023-01-17T00:00:00Z,"&nbsp;CHEMICAL, PLASTIC, BURNING SMELL, CALLER CAME IN FROM WALKING HIS DOG AND CLOSED SMELLED OF THE ODOR",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-01-18T00:00:00Z,41.8985849342,-87.66995713308,POINT (-87.669957133085 41.898584934199)
601461245,Air Pollution Work Order,1210 S INDIANA AVE,1210,,S,INDIANA,AVE,84397,2023-10-26T00:00:00Z,There is a gas smell on the north side of the sidewalk between Columbus and Michigan on Roosevelt avenue&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-27T00:00:00Z,41.86713651873,-87.62269374006,POINT (-87.622693740064 41.867136518732)
601425186,Construction and Demolition,1942 S DESPLAINES ST,1942,,S,DESPLAINES,ST,84397,2023-08-29T00:00:00Z,THE FARGO GROUP. TORE NEIGHBORS PROPERTY UNABLE DUE TO COMPANY DESTRUCTION,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-30T00:00:00Z,41.85556982951,-87.64292035768,POINT (-87.64292035768 41.855569829514)
601387652,Water Pollution,359 W CHICAGO AVE,359,,W,CHICAGO,AVE,8386,2023-06-29T00:00:00Z,From their air conditioning down their drain pipe into the alley and eventually the sewers,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-06-30T00:00:00Z,41.89642989557,-87.63802548323,POINT (-87.638025483233 41.896429895569)
601322796,Noise Complaint,5101 N LEAVITT ST,5101,,N,LEAVITT,ST,417325,2023-03-22T00:00:00Z,: This is an ongoing noise that began when the water was turned on for the spring. I am told by maintenance in the school that it is a water heater,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-03-23T00:00:00Z,41.97457000707,-87.68409562455,POINT (-87.684095624547 41.974570007068)
